PeakID (cmd=annotatePeaks.pl /home/xiang/New_disk1/CD8_CUTRUN/data//T48hr_NoQ_H3K27me3_idr.05.bed mm10 -cpu 20)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
7424	chr7	90303347	90307645	+	0	NA	intron (NM_001368878, intron 1 of 19)	intron (NM_001368878, intron 1 of 19)	3067	NM_001368878	83671	Mm.26751	NM_031394	ENSMUSG00000030616	Sytl2	AI266830|Slp2|mKIAA1597	synaptotagmin-like 2	protein-coding
2288	chr13	100548621	100553710	+	0	NA	intron (NM_001360536, intron 1 of 8)	intron (NM_001360536, intron 1 of 8)	1333	NM_001360537	18260	Mm.4807	NM_008756	ENSMUSG00000021638	Ocln	AI503564|Ocl	occludin	protein-coding
6364	chr5	100846619	100848596	+	0	NA	intron (NM_172715, intron 2 of 12)	intron (NM_172715, intron 2 of 12)	1378	NM_172715	231510	Mm.271911	NM_172715	ENSMUSG00000029314	Gpat3	1-AGPAT|1-AGPAT 9|4933407I02Rik|4933408F15|A230097K15Rik|Agpat9|GPAT-3|mGPAT3	glycerol-3-phosphate acyltransferase 3	protein-coding
8233	chr9	42774539	42782525	+	0	NA	intron (NM_175481, intron 3 of 20)	RLTR1D|LTR|ERV1	165839	NM_175481	110637	Mm.370291	NM_175481	ENSMUSG00000032017	Grik4	6330551K01Rik|GluK4|GluRgamma1|KA-1|KA1	glutamate receptor, ionotropic, kainate 4	protein-coding
7436	chr7	92703023	92712735	+	0	NA	Intergenic	RSINE1|SINE|B4	33580	NR_015510	666737	Mm.473620	NR_015510	ENSMUSG00000074024	4632427E13Rik	AU015482	RIKEN cDNA 4632427E13 gene	ncRNA
6164	chr5	30702790	30709171	+	0	NA	Intergenic	Intergenic	-5584	NM_001356948	65254	Mm.27732	NM_023047	ENSMUSG00000029168	Dpysl5	CRAM|CRMP-5|Crmp5	dihydropyrimidinase-like 5	protein-coding
3490	chr17	46478877	46490725	+	0	NA	intron (NM_001162864, intron 1 of 14)	intron (NM_001162864, intron 1 of 14)	2874	NM_001162864	106763	Mm.297613	NM_175351	ENSMUSG00000015599	Ttbk1	AU017937|AW048023|C330008L01Rik	tau tubulin kinase 1	protein-coding
2155	chr13	55481876	55495349	+	0	NA	promoter-TSS (NM_001177372)	promoter-TSS (NM_001177372)	-536	NM_001177371	56320	Mm.19016	NM_019813	ENSMUSG00000034675	Dbn1	-	drebrin 1	protein-coding
3853	chr18	84649609	84650998	+	0	NA	promoter-TSS (NM_177450)	promoter-TSS (NM_177450)	-208	NM_177450	338403	Mm.23278	NM_177450	ENSMUSG00000056162	Cndp1	AI746433|Cn1	carnosine dipeptidase 1 (metallopeptidase M20 family)	protein-coding
6700	chr6	30604901	30608306	+	0	NA	Intergenic	Intergenic	-4407	NM_144537	74649	Mm.159276	NM_144537	ENSMUSG00000029788	Cpa5	4930430M09Rik	carboxypeptidase A5	protein-coding
2636	chr14	100282767	100287713	+	0	NA	Intergenic	Intergenic	-135444	NM_010636	16597	Mm.396499	NM_010636	ENSMUSG00000072294	Klf12	2700063E05Rik|AI225908|AI315654|AP-2rep|B130052C06Rik|D530033K05Rik	Kruppel-like factor 12	protein-coding
1016	chr11	43473210	43476419	+	0	NA	intron (NM_026979, intron 1 of 3)	intron (NM_026979, intron 1 of 3)	508	NM_026979	69183	Mm.390374	NM_026979	ENSMUSG00000046491	C1qtnf2	1810033K05Rik|Adih|CTRP2	C1q and tumor necrosis factor related protein 2	protein-coding
1567	chr11	113618095	113621862	+	0	NA	intron (NM_001042606, intron 1 of 1)	intron (NM_001042606, intron 1 of 1)	651	NM_009217	20606		NM_009217	ENSMUSG00000047904	Sstr2	SRIF-1|SS2R|SSTR-2|Smstr-2|Smstr2|sst2	somatostatin receptor 2	protein-coding
4068	chr19	45325311	45338855	+	0	NA	Intergenic	B3A|SINE|B2	-31651	NM_001360126	12234	Mm.119717	NM_009771	ENSMUSG00000025217	Btrc	Beta-Trcp1|E3RS-IkappaB|E3RSIkappaB|FWD1|Fbw1a|HOS|SCF b-TRCP|Slimb|b-TrCP|beta-TrCP	beta-transducin repeat containing protein	protein-coding
6316	chr5	86176817	86177931	+	0	NA	Intergenic	Intergenic	-4631	NM_172712	231380	Mm.34012	NM_172712	ENSMUSG00000035898	Uba6	4930542H01|5730469D23Rik|AU021846|AW124799|E1-L2|Ube1l2	ubiquitin-like modifier activating enzyme 6	protein-coding
429	chr1	164680541	164681916	+	0	NA	Intergenic	Intergenic	-115435	NM_019759	56429	Mm.28935	NM_019759	ENSMUSG00000026574	Dpt	1810032B19Rik|5033416F05Rik|EQ-1|Eq1	dermatopontin	protein-coding
3665	chr18	31936710	31942161	+	0	NA	intron (NM_144862, intron 1 of 9)	intron (NM_144862, intron 1 of 9)	7955	NM_144862	225341	Mm.24551	NM_144862	ENSMUSG00000024395	Lims2	PINCH2	LIM and senescent cell antigen like domains 2	protein-coding
6291	chr5	74076069	74076764	+	0	NA	Intergenic	B1F2|SINE|Alu	-8005	NM_177561	69727	Mm.48795	NM_177561	ENSMUSG00000054814	Usp46	1190009E20Rik|2410018I08Rik|AI451644	ubiquitin specific peptidase 46	protein-coding
2779	chr15	74483226	74490097	+	0	NA	intron (NR_144499, intron 1 of 3)	intron (NR_144499, intron 1 of 3)	985	NR_144499	102634630		NR_144499		Gm32168	-	predicted gene, 32168	ncRNA
205	chr1	87149577	87161511	+	0	NA	intron (NM_021306, intron 1 of 17)	intron (NM_021306, intron 1 of 17)	592	NM_001277925	13599	Mm.140765	NM_021306	ENSMUSG00000026247	Ecel1	DINE|xce	endothelin converting enzyme-like 1	protein-coding
3220	chr16	92386037	92386563	+	0	NA	Intergenic	Intergenic	-3617	NR_105054	101056236	Mm.149108	NR_105054	ENSMUSG00000116693	Gm29805	-	predicted gene, 29805	ncRNA
1161	chr11	69326508	69329923	+	0	NA	intron (NM_010599, intron 2 of 13)	intron (NM_010599, intron 2 of 13)	1957	NM_010599	16499	Mm.232472	NM_010599	ENSMUSG00000018470	Kcnab3	C330022D06Rik|Kcnab4|mKv(beta)4	potassium voltage-gated channel, shaker-related subfamily, beta member 3	protein-coding
5567	chr4	44418916	44427095	+	0	NA	Intergenic	ORR1E|LTR|ERVL-MaLR	122088	NM_010790	17279	Mm.268668	NM_010790	ENSMUSG00000035683	Melk	AI327312|MPK38|mKIAA0175	maternal embryonic leucine zipper kinase	protein-coding
4633	chr2	116912435	116919013	+	0	NA	Intergenic	Intergenic	15572	NR_040335	320975	Mm.132509	NR_040335	ENSMUSG00000085316	D330050G23Rik	-	RIKEN cDNA D330050G23 gene	ncRNA
2231	chr13	86054528	86054991	+	0	NA	Intergenic	Intergenic	-7964	NM_007749	12867	Mm.378898	NM_007749	ENSMUSG00000017778	Cox7c	COXVIIc|Cox7c1	cytochrome c oxidase subunit 7C	protein-coding
3835	chr18	77714568	77722333	+	0	NA	Intergenic	B2_Mm2|SINE|B2	-3962	NM_001368759	212163	Mm.23293	NM_178670	ENSMUSG00000047466	8030462N17Rik	Akd2|Ark2N	RIKEN cDNA 8030462N17 gene	protein-coding
2806	chr15	77623546	77627810	+	0	NA	Intergenic	Intergenic	17608	NM_001143686	328563	Mm.17957	NM_001143686	ENSMUSG00000091694	Apol11b	A330102K04Rik	apolipoprotein L 11b	protein-coding
3872	chr19	4573766	4582361	+	0	NA	intron (NM_001162946, intron 2 of 20)	ID4_|SINE|ID	-16256	NM_008797	18563	Mm.1845	NM_008797	ENSMUSG00000024892	Pcx	Pc|Pcb	pyruvate carboxylase	protein-coding
6816	chr6	72121139	72121445	+	0	NA	non-coding (NR_045165, exon 3 of 3)	non-coding (NR_045165, exon 3 of 3)	1648	NR_045163	71265	Mm.442035	NR_045163	ENSMUSG00000108709	4933431G14Rik	4930565C19Rik	RIKEN cDNA 4933431G14 gene	ncRNA
2264	chr13	97779084	97780379	+	0	NA	Intergenic	Intergenic	28619	NR_152263	111365222	Mm.440079	NR_152263		Eyelinc18	-	uncharacterized EyeLinc18	ncRNA
213	chr1	87471622	87479087	+	0	NA	exon (NM_001356490, exon 3 of 3)	exon (NM_001356490, exon 3 of 3)	5153	NM_001356490	73234	Mm.7310	NM_028473	ENSMUSG00000026258	Snorc	3110079O15Rik	secondary ossification center associated regulator of chondrocyte maturation	protein-coding
7441	chr7	97781845	97797032	+	0	NA	intron (NM_001357364, intron 1 of 14)	intron (NM_001357364, intron 1 of 14)	897	NM_001357364	18479	Mm.260227	NM_011035	ENSMUSG00000030774	Pak1	AW045634|PAK-1|Paka	p21 (RAC1) activated kinase 1	protein-coding
823	chr10	87485485	87491522	+	0	NA	Intergenic	Intergenic	5157	NM_008553	17172	Mm.136217	NM_008553	ENSMUSG00000020052	Ascl1	AI225900|ASH1|Mash1|bHLHa46	achaete-scute family bHLH transcription factor 1	protein-coding
2721	chr15	36045592	36047521	+	0	NA	intron (NM_001195748, intron 18 of 27)	intron (NM_001195748, intron 18 of 27)	93844	NM_001195748	626596	Mm.321798	NM_001195748	ENSMUSG00000037627	Rgs22	-	regulator of G-protein signalling 22	protein-coding
6155	chr5	29466182	29495597	+	0	NA	Intergenic	Intergenic	-2419	NM_019944	15285	Mm.103760	NM_019944	ENSMUSG00000001566	Mnx1	HB9|Hlxb9|MNR2	motor neuron and pancreas homeobox 1	protein-coding
683	chr10	44597532	44603675	+	0	NA	Intergenic	Intergenic	-141855	NM_007548	12142	Mm.4800	NM_007548	ENSMUSG00000038151	Prdm1	Blimp-1|Blimp1|PRDI-BF1|ZNFPR1A1|b2b1765Clo	PR domain containing 1, with ZNF domain	protein-coding
2069	chr13	35965884	35973243	+	0	NA	exon (NM_029628, exon 2 of 2)	exon (NM_029628, exon 2 of 2)	1657	NM_029628	76487	Mm.44745	NM_029628	ENSMUSG00000050423	Ppp1r3g	1600032L17Rik	protein phosphatase 1, regulatory subunit 3G	protein-coding
3480	chr17	45737166	45738214	+	0	NA	intron (NR_152153, intron 1 of 4)	intron (NR_152153, intron 1 of 4)	3184	NR_152153	433111	Mm.213441	NR_152153	ENSMUSG00000097727	F630040K05Rik	-	RIKEN cDNA F630040K05 gene	ncRNA
6852	chr6	84601127	84602688	+	0	NA	Intergenic	Intergenic	-7999	NM_001177713	232174	Mm.255246	NM_175475	ENSMUSG00000063415	Cyp26b1	CP26|P450RAI-2	cytochrome P450, family 26, subfamily b, polypeptide 1	protein-coding
3202	chr16	91289974	91291152	+	0	NA	Intergenic	Intergenic	20794	NM_016968	50914	Mm.39300	NM_016968	ENSMUSG00000046160	Olig1	AI836478|AW494459|Bhlhb6|Olg-1|Oligo1|bHLHe21	oligodendrocyte transcription factor 1	protein-coding
6879	chr6	87371541	87389845	+	0	NA	Intergenic	Intergenic	7328	NM_025467	66284	Mm.46446	NM_025467	ENSMUSG00000030049	Gkn2	1810036H07Rik|Bricd1b	gastrokine 2	protein-coding
7526	chr7	109822505	109824405	+	0	NA	intron (NM_020052, intron 16 of 21)	intron (NM_020052, intron 16 of 21)	-41910	NM_020610	78593	Mm.275374	NM_020610	ENSMUSG00000034825	Nrip3	A330103B05Rik|D7H11orf14|ICRFP703B1614Q5.2	nuclear receptor interacting protein 3	protein-coding
3363	chr17	27224669	27227209	+	0	NA	Intergenic	Intergenic	-21501	NM_146075	224640	Mm.29689	NM_146075	ENSMUSG00000044857	Lemd2	BC026588|Lem2|NET25	LEM domain containing 2	protein-coding
1536	chr11	108420730	108421119	+	0	NA	Intergenic	ORR1C2|LTR|ERVL-MaLR	-4342	NM_029606	76380	Mm.344071	NM_029586	ENSMUSG00000020728	Cep112	1700001M19Rik|1700029K01Rik|8430407H02Rik|AV043680|AV207351|Ccdc46|Macoco	centrosomal protein 112	protein-coding
4364	chr2	61138692	61140713	+	0	NA	Intergenic	Intergenic	-164551	NR_045335	100038493	Mm.388076	NR_045335	ENSMUSG00000075325	Gm13582	-	predicted gene 13582	ncRNA
2701	chr15	12744245	12744572	+	0	NA	Intergenic	ID_B1|SINE|B4	-4516	NM_001081064	68070	Mm.423205	NM_001081064	ENSMUSG00000022197	Pdzd2	4930537L06Rik|A930022H17Rik|Gm21706|Gm82|Pdzk3	PDZ domain containing 2	protein-coding
2677	chr14	121036742	121040191	+	0	NA	intron (NM_134082, intron 1 of 26)	intron (NM_134082, intron 1 of 26)	2892	NM_134082	223254	Mm.223980	NM_134082	ENSMUSG00000025555	Farp1	AW228844|BC030329|Cdep	FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)	protein-coding
3246	chr16	96348214	96357443	+	0	NA	Intergenic	Intergenic	-8929	NM_001177887	72058	Mm.119714	NM_028078	ENSMUSG00000000159	Igsf5	2010003D20Rik|JCAM|Jam4	immunoglobulin superfamily, member 5	protein-coding
2692	chr15	7205452	7213552	+	0	NA	intron (NM_178748, intron 20 of 21)	intron (NM_178748, intron 20 of 21)	68960	NM_013584	16880	Mm.149720	NM_013584	ENSMUSG00000054263	Lifr	A230075M04Rik|AW061234|LIF	LIF receptor alpha	protein-coding
8640	chr9	109131232	109135976	+	0	NA	Intergenic	RMER16-int|LTR|ERVK	28418	NM_177069	320082	Mm.188028	NM_177069	ENSMUSG00000047237	Fbxw21	E330009P21Rik	F-box and WD-40 domain protein 21	protein-coding
8004	chr8	111884752	111892835	+	0	NA	TTS (NM_019950)	TTS (NM_019950)	-12118	NM_025781	66817	Mm.345350	NM_025781	ENSMUSG00000031953	Tmem170	9030409E16Rik|AA403674|D8Bwg1414e|Tmem170a	transmembrane protein 170	protein-coding
2027	chr13	21902451	21905142	+	0	NA	Intergenic	Intergenic	-6747	NR_035500	100316716		NR_035500	ENSMUSG00000088148	Mir1983	mmu-mir-1983	microRNA 1983	ncRNA
631	chr10	22819056	22823839	+	0	NA	Intergenic	Intergenic	-1304	NM_011545	21412	Mm.16497	NM_011545	ENSMUSG00000045680	Tcf21	Pod-1|Pod1|bHLHa23|capsulin|epc|epicardin	transcription factor 21	protein-coding
77	chr1	40265733	40270755	+	0	NA	intron (NM_001123382, intron 1 of 10)	L2a|LINE|L2	1658	NM_001123382	16177	Mm.896	NM_008362	ENSMUSG00000026072	Il1r1	CD121a|CD121b|IL-1R1|IL-iR|Il1r-1	interleukin 1 receptor, type I	protein-coding
4414	chr2	72539005	72550153	+	0	NA	Intergenic	MTA_Mm|LTR|ERVL-MaLR	68360	NM_025866	66953	Mm.270676	NM_025866	ENSMUSG00000055612	Cdca7	2310021G01Rik|AU044109|JPO1	cell division cycle associated 7	protein-coding
8361	chr9	58122701	58144298	+	0	NA	promoter-TSS (NM_001162476)	promoter-TSS (NM_001162476)	-576	NM_001162476	20897	Mm.10801	NM_009291	ENSMUSG00000032327	Stra6	AI891933	stimulated by retinoic acid gene 6	protein-coding
1638	chr11	120043574	120052227	+	0	NA	promoter-TSS (NM_001198785)	promoter-TSS (NM_001198785)	-755	NM_007377	11302	Mm.6826	NM_007377	ENSMUSG00000025375	Aatk	AATYK|aatyk1|mKIAA0641	apoptosis-associated tyrosine kinase	protein-coding
3104	chr16	32781036	32786223	+	0	NA	intron (NM_001145874, intron 3 of 3)	intron (NM_001145874, intron 3 of 3)	13806	NM_001145874	224116	Mm.153301	NM_146071	ENSMUSG00000035638	Muc20	BC026367	mucin 20	protein-coding
584	chr10	3365325	3367554	+	0	NA	5' UTR (NM_133485, exon 1 of 4)	5' UTR (NM_133485, exon 1 of 4)	289	NM_133485	76142	Mm.308126	NM_133485	ENSMUSG00000040653	Ppp1r14c	6330514J04Rik|KEPI	protein phosphatase 1, regulatory inhibitor subunit 14C	protein-coding
1512	chr11	104570798	104574703	+	0	NA	intron (NM_010858, intron 2 of 8)	RSINE1|SINE|B4	-4235	NM_001355754	17896	Mm.390355	NM_010858	ENSMUSG00000061086	Myl4	ALC1|AMLC|ELC|ELC1a|GT1|MLC1EMB|MLC1a|Myla	myosin, light polypeptide 4	protein-coding
5742	chr4	115049109	115071496	+	0	NA	intron (NM_011527, intron 2 of 4)	intron (NM_011527, intron 2 of 4)	2491	NM_001287388	21349	Mm.239869	NM_011527	ENSMUSG00000028717	Tal1	Hpt|SCL/tal-1|Scl|bHLHa17|tal-1	T cell acute lymphocytic leukemia 1	protein-coding
2339	chr13	112124984	112137214	+	0	NA	Intergenic	Intergenic	-157352	NM_001168403	77318	Mm.159895	NM_029898	ENSMUSG00000049985	Ankrd55	C030011J08Rik	ankyrin repeat domain 55	protein-coding
7970	chr8	105440121	105440763	+	0	NA	intron (NM_001033371, intron 2 of 10)	B4A|SINE|B4	12802	NM_001033371	270091	Mm.212709	NM_001033371	ENSMUSG00000054320	Lrrc36	BC036564	leucine rich repeat containing 36	protein-coding
1904	chr12	106596173	106598079	+	0	NA	Intergenic	Intergenic	119198	NR_015512	71033	Mm.159404	NR_015512	ENSMUSG00000085820	4933406K04Rik	4930426M03Rik|4930485I22Rik|4933427G14Rik	RIKEN cDNA 4933406K04 gene	ncRNA
5365	chr3	115774446	115776027	+	0	NA	Intergenic	Intergenic	-60181	NM_007901	13609	Mm.982	NM_007901	ENSMUSG00000045092	S1pr1	AI849002|Edg1|Lpb1|S1p|S1p1	sphingosine-1-phosphate receptor 1	protein-coding
7912	chr8	88509997	88513998	+	0	NA	Intergenic	PB1D10|SINE|Alu	-9347	NM_027280	93960	Mm.30219	NM_027280	ENSMUSG00000031661	Nkd1	2810434J10Rik|9030215G15Rik|Nkd	naked cuticle 1	protein-coding
5360	chr3	108529365	108536665	+	0	NA	intron (NM_001358064, intron 1 of 21)	intron (NM_001358064, intron 1 of 21)	3526	NM_001358064	229722	Mm.316890	NM_001033304	ENSMUSG00000040412	5330417C22Rik	BB183350	RIKEN cDNA 5330417C22 gene	protein-coding
533	chr1	182940693	182943798	+	0	NA	Intergenic	Intergenic	-12543	NM_016928	53791	Mm.116894	NM_016928	ENSMUSG00000079164	Tlr5	-	toll-like receptor 5	protein-coding
1981	chr12	118460396	118464857	+	0	NA	Intergenic	Intergenic	67567	NR_045947	100384890	Mm.484658	NR_045947	ENSMUSG00000113875	D230030E09Rik	Npe	Riken cDNA D230030E09 gene	ncRNA
7253	chr7	44333271	44341964	+	0	NA	intron (NM_001034115, intron 15 of 24)	intron (NM_001034115, intron 15 of 24)	27353	NM_001034115	243961	Mm.360368	NM_001034115	ENSMUSG00000038738	Shank1	-	SH3 and multiple ankyrin repeat domains 1	protein-coding
7588	chr7	120776376	120780504	+	0	NA	exon (NM_177697, exon 15 of 34)	exon (NM_177697, exon 15 of 34)	-31190	NM_001370881	436008		NM_001370881		Gm5737	EG436008	predicted gene 5737	protein-coding
2790	chr15	75729065	75752158	+	0	NA	Intergenic	Intergenic	7710	NM_194350	378435		NM_194350	ENSMUSG00000047591	Mafa	RIPE3b1	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian)	protein-coding
8736	chr9	124464963	124468364	+	0	NA	Intergenic	Intergenic	10199	NM_011154	19054	Mm.271249	NM_011154	ENSMUSG00000093803	Ppp2r3d	PP2A B''-PR59|PP2A PR59|PR59|Ppp2r3|Ppp2r3a	protein phosphatase 2 (formerly 2A), regulatory subunit B'', delta	protein-coding
6331	chr5	92370799	92371522	+	0	NA	intron (NM_001310664, intron 2 of 10)	intron (NM_001310664, intron 2 of 10)	-7864	NR_038116	56066	Mm.131723	NM_019494	ENSMUSG00000060183	Cxcl11	Cxc11|H174|I-tac|Ip9|Itac|Scyb11|Scyb9b|b-R1|betaR1	chemokine (C-X-C motif) ligand 11	protein-coding
1653	chr11	121708056	121716206	+	0	NA	intron (NM_144797, intron 2 of 3)	intron (NM_144797, intron 2 of 3)	9704	NM_144797	210029	Mm.153566	NM_144797	ENSMUSG00000039208	Metrnl	9430048M07Rik|BC019776	meteorin, glial cell differentiation regulator-like	protein-coding
2832	chr15	79937078	79940348	+	0	NA	Intergenic	B3|SINE|B2	-6067	NM_144811	52609	Mm.323442	NM_144811	ENSMUSG00000053411	Cbx7	1600014J01Rik|AI851678|D15Ertd417e	chromobox 7	protein-coding
3262	chr17	5458141	5459064	+	0	NA	Intergenic	RLTR31D_MM|LTR|ERVK	-18342	NM_027457	70544	Mm.46654	NM_027457	ENSMUSG00000004945	Tmem242	1110008A10Rik|2310046K16Rik|5730437N04Rik	transmembrane protein 242	protein-coding
2432	chr14	34568419	34569833	+	0	NA	intron (NM_001039071, intron 5 of 12)	intron (NM_001039071, intron 5 of 12)	19481	NM_001039074	24131	Mm.29733	NM_011918	ENSMUSG00000021798	Ldb3	AW742271|PDLIM6|ZASP	LIM domain binding 3	protein-coding
784	chr10	79631177	79635338	+	0	NA	intron (NM_001024539, intron 1 of 12)	intron (NM_001024539, intron 1 of 12)	4661	NM_001024539	216148	Mm.39424	NM_001024539	ENSMUSG00000020312	Shc2	6720466E06|SCK|ShcB|Sli	SHC (Src homology 2 domain containing) transforming protein 2	protein-coding
2437	chr14	41020592	41024577	+	0	NA	Intergenic	Intergenic	-8751	NM_001316735	70564	Mm.27227	NM_027464	ENSMUSG00000021792	Prxl2a	5730469M10Rik|AU040822|Adrx|Fam213a|Pamm	peroxiredoxin like 2A	protein-coding
1449	chr11	101802414	101809586	+	0	NA	Intergenic	Intergenic	-20690	NM_001316365	18612	Mm.5025	NM_008815	ENSMUSG00000017724	Etv4	AW414408|Pea-3|Pea3	ets variant 4	protein-coding
3757	chr18	57082643	57089329	+	0	NA	Intergenic	Intergenic	-47104	NM_001001979	70417	Mm.297863	NM_001001979	ENSMUSG00000024593	Megf10	3000002B06Rik|Gm331	multiple EGF-like-domains 10	protein-coding
5432	chr3	142453140	142466413	+	0	NA	Intergenic	Intergenic	-37158	NM_153564	229898	Mm.459245	NM_153564	ENSMUSG00000105504	Gbp5	5330409J06Rik|Gbp5a	guanylate binding protein 5	protein-coding
7601	chr7	123980951	123983046	+	0	NA	promoter-TSS (NM_001252072)	promoter-TSS (NM_001252072)	-830	NM_001252072	628779	Mm.40210	NM_001252072	ENSMUSG00000078591	Hs3st4	Gm6915	heparan sulfate (glucosamine) 3-O-sulfotransferase 4	protein-coding
1165	chr11	69544026	69553999	+	0	NA	promoter-TSS (NM_001081330)	promoter-TSS (NM_001081330)	96	NM_001081330	327954	Mm.247478	NM_177617	ENSMUSG00000005237	Dnah2	2900022L05Rik|4930564A01|D130094J20|D330014H01Rik|Dnahc2|Dnhd3	dynein, axonemal, heavy chain 2	protein-coding
8661	chr9	114974556	114982305	+	0	NA	promoter-TSS (NM_148958)	promoter-TSS (NM_148958)	-55	NM_148958	74486	Mm.458474	NM_148958	ENSMUSG00000040875	Osbpl10	4933433D06Rik|C820004B04Rik|OPR-10|ORP-10	oxysterol binding protein-like 10	protein-coding
6220	chr5	36704296	36710751	+	0	NA	Intergenic	Intergenic	-11502	NM_001081232	320661	Mm.26480	NM_177221	ENSMUSG00000029190	D5Ertd579e	9030221A05Rik|A930018H20Rik|Kiaa0232	DNA segment, Chr 5, ERATO Doi 579, expressed	protein-coding
4932	chr2	163001536	163007310	+	0	NA	intron (NM_013731, intron 12 of 13)	intron (NM_013731, intron 12 of 13)	-12930	NM_172150	245866	Mm.34034	NM_172150	ENSMUSG00000017858	Ift52	BC037708|NGD5	intraflagellar transport 52	protein-coding
4753	chr2	131035709	131045604	+	0	NA	promoter-TSS (NR_105969)	promoter-TSS (NR_105969)	-258	NR_105969	102465606		NR_105969	ENSMUSG00000098686	Mir6973b	Gm27815|mmu-mir-6973b	microRNA 6973b	ncRNA
1679	chr12	17036925	17039862	+	0	NA	Intergenic	Intergenic	-26666	NM_001201332	73667	Mm.159048	NM_001201332	ENSMUSG00000071398	2410004P03Rik	-	RIKEN cDNA 2410004P03 gene	protein-coding
3180	chr16	78240882	78242682	+	0	NA	Intergenic	RMER1B|Other|Other	13672	NR_045698	100503619	Mm.387531	NR_045698	ENSMUSG00000109841	E330011O21Rik	-	RIKEN cDNA E330011O21 gene	ncRNA
6864	chr6	85370350	85379020	+	0	NA	promoter-TSS (NM_001003955)	promoter-TSS (NM_001003955)	-51	NM_001003955	52055	Mm.220334	NM_177466	ENSMUSG00000051343	Rab11fip5	9130206P09Rik|C75969|D6Ertd32e|GAF1|RIP11	RAB11 family interacting protein 5 (class I)	protein-coding
3411	chr17	34484886	34485233	+	0	NA	Intergenic	Lx5b|LINE|L1	-9122	NM_030746	632126	Mm.484958	NM_030746	ENSMUSG00000058435	Btnl4	Btn3a3|EG632126|NG11	butyrophilin-like 4	protein-coding
7709	chr7	143891189	143894393	+	0	NA	intron (NM_001369837, intron 8 of 10)	intron (NM_001369837, intron 8 of 10)	25902	NM_001369835	102636989		NM_001369834	ENSMUSG00000031085	Acte1	Gm498	actin, epsilon 1	protein-coding
7539	chr7	112240692	112245896	+	0	NA	intron (NM_001193305, intron 2 of 25)	intron (NM_001193305, intron 2 of 25)	17458	NM_177282	320878	Mm.52312	NM_177282	ENSMUSG00000038244	Mical2	5330438E18Rik|9530064J02|MICAL-2|mKIAA0750	microtubule associated monooxygenase, calponin and LIM domain containing 2	protein-coding
2630	chr14	78011524	78014894	+	0	NA	Intergenic	Intergenic	75798	NM_177629	219170	Mm.320428	NM_177629	ENSMUSG00000045655	Fam216b	9330158N17|AU021034	family with sequence similarity 216, member B	protein-coding
5308	chr3	102201905	102207323	+	0	NA	promoter-TSS (NM_177545)	promoter-TSS (NM_177545)	79	NM_177545	229658	Mm.118004	NM_177545	ENSMUSG00000027860	Vangl1	Kitenin|Lpp2|Stb2|Stbm	VANGL planar cell polarity 1	protein-coding
3662	chr18	25575021	25579988	+	0	NA	intron (NM_001362325, intron 2 of 12)	intron (NM_001362325, intron 2 of 12)	102244	NM_001362337	108013	Mm.266435	NM_133195	ENSMUSG00000024268	Celf4	A230070D14Rik|BRUNOL-4|Brul4|Brunol4|C130060B05Rik	CUGBP, Elav-like family member 4	protein-coding
6673	chr6	28129658	28134503	+	0	NA	intron (NM_001361125, intron 1 of 10)	intron (NM_001361125, intron 1 of 10)	2341	NM_008174	14823	Mm.320732	NM_008174	ENSMUSG00000024211	Grm8	A230002O04|GluR8|Gprc1h|mGluR8	glutamate receptor, metabotropic 8	protein-coding
431	chr1	166155027	166161037	+	0	NA	intron (NM_001360925, intron 3 of 5)	intron (NM_001360925, intron 3 of 5)	27811	NM_001360925	59290	Mm.46357	NM_021610	ENSMUSG00000000544	Gpa33	2010310L10Rik|2210401D16Rik|BB116197|mA33	glycoprotein A33 (transmembrane)	protein-coding
